cnpj;razao_social;numero_nota;data_emissao;codigo_item;descricao_item;quantidade;valor_unitario;imposto_item
18.420.657/0001-73;Nunes;199877;2025-04-28;639352;A arte de mudar mais rapidamente;7;921.24;1262.15
18.420.657/0001-73;Nunes;199877;2025-04-28;414744;O prazer de realizar seus sonhos simplesmente;4;821.53;296.41
18.420.657/0001-73;Nunes;199877;2025-04-28;488797;A possibilidade de mudar em estado puro;8;427.0;436.99
18.420.657/0001-73;Nunes;199175;2025-04-17;137420;A segurança de evoluir mais facilmente;5;602.09;390.15
18.420.657/0001-73;Nunes;199175;2025-04-17;995622;O direito de avançar mais rapidamente;3;85.23;13.33
18.420.657/0001-73;Nunes;199175;2025-04-17;754870;A liberdade de conseguir de maneira eficaz;4;967.6;695.96
18.420.657/0001-73;Nunes;199175;2025-04-17;499652;A liberdade de conseguir com força total;6;528.29;205.33
18.420.657/0001-73;Nunes;199175;2025-04-17;373732;A simplicidade de conseguir antes de tudo;5;340.17;199.69
18.420.657/0001-73;Nunes;831592;2025-04-16;361386;A simplicidade de realizar seus sonhos naturalmente;10;174.81;389.17
18.420.657/0001-73;Nunes;831592;2025-04-16;664541;A liberdade de inovar mais facilmente;3;540.87;271.68
18.420.657/0001-73;Nunes;831592;2025-04-16;888910;O prazer de inovar sem preocupação;1;291.25;70.26
18.420.657/0001-73;Nunes;831592;2025-04-16;270881;O direito de concretizar seus projetos simplesmente;8;789.75;1150.37
18.420.657/0001-73;Nunes;831592;2025-04-16;454921;O direito de inovar com força total;6;687.42;307.37
18.420.657/0001-73;Nunes;371206;2025-03-19;674838;A simplicidade de evoluir de maneira eficaz;4;901.78;275.68
18.420.657/0001-73;Nunes;371206;2025-03-19;280434;A simplicidade de realizar seus sonhos direto da fonte;3;288.95;126.36
18.420.657/0001-73;Nunes;371206;2025-03-19;956844;O conforto de concretizar seus projetos com toda a tranquilidade;4;60.3;17.91
18.420.657/0001-73;Nunes;930511;2025-04-18;797608;A segurança de conseguir com toda a tranquilidade;6;643.49;820.68
18.420.657/0001-73;Nunes;930511;2025-04-18;480572;O direito de mudar com força total;3;121.13;85.09
18.420.657/0001-73;Nunes;930511;2025-04-18;739734;A arte de inovar com força total;6;470.92;412.37
18.420.657/0001-73;Nunes;108924;2025-03-31;432532;A segurança de concretizar seus projetos simplesmente;8;730.79;1399.59
18.420.657/0001-73;Nunes;108924;2025-03-31;808121;O prazer de avançar em estado puro;6;566.08;417.59
18.420.657/0001-73;Nunes;108924;2025-03-31;891875;O conforto de evoluir de maneira eficaz;4;227.15;46.43
18.420.657/0001-73;Nunes;644516;2025-03-31;549013;A arte de mudar simplesmente;9;972.74;1810.74
18.420.657/0001-73;Nunes;644516;2025-03-31;269860;O direito de mudar sem preocupação;4;288.11;174.94
18.420.657/0001-73;Nunes;644516;2025-03-31;343694;A liberdade de realizar seus sonhos mais facilmente;3;550.9;369.86
18.420.657/0001-73;Nunes;644516;2025-03-31;653722;O direito de ganhar em estado puro;3;395.45;231.23
18.420.657/0001-73;Nunes;779305;2025-03-19;508743;A possibilidade de mudar mais facilmente;3;60.5;16.14
18.420.657/0001-73;Nunes;779305;2025-03-19;762606;A vantagem de realizar seus sonhos sem preocupação;8;921.04;649.68
18.420.657/0001-73;Nunes;779305;2025-03-19;412494;O conforto de evoluir com toda a tranquilidade;10;488.35;883.65
18.420.657/0001-73;Nunes;525607;2025-04-03;957954;A certeza de atingir seus objetivos sem preocupação;7;554.03;504.81
18.420.657/0001-73;Nunes;525607;2025-04-03;602849;A possibilidade de concretizar seus projetos com confiança;9;950.64;1418.62
18.420.657/0001-73;Nunes;525607;2025-04-03;329664;O prazer de avançar simplesmente;8;562.45;870.0
18.420.657/0001-73;Nunes;525607;2025-04-03;844826;A possibilidade de evoluir mais rapidamente;7;785.45;1159.13
18.420.657/0001-73;Nunes;592384;2025-04-29;220184;A vantagem de concretizar seus projetos mais rapidamente;8;278.8;424.1
18.420.657/0001-73;Nunes;592384;2025-04-29;810326;A vantagem de conseguir com toda a tranquilidade;5;692.94;235.31
18.420.657/0001-73;Nunes;592384;2025-04-29;950310;A possibilidade de evoluir mais rapidamente;7;91.14;45.13
18.420.657/0001-73;Nunes;747165;2025-03-15;774152;A certeza de ganhar direto da fonte;10;821.51;1793.88
18.420.657/0001-73;Nunes;747165;2025-03-15;103831;O prazer de conseguir em estado puro;3;117.19;79.4
18.420.657/0001-73;Nunes;747165;2025-03-15;426176;O poder de inovar sem preocupação;6;760.02;876.14
18.420.657/0001-73;Nunes;747165;2025-03-15;904666;A possibilidade de avançar antes de tudo;5;684.79;836.26
18.420.657/0001-73;Nunes;747165;2025-03-15;375573;A simplicidade de inovar naturalmente;3;262.34;87.95
18.420.657/0001-73;Nunes;379839;2025-03-21;177180;A segurança de evoluir simplesmente;2;939.22;97.47
18.420.657/0001-73;Nunes;379839;2025-03-21;992146;A liberdade de conseguir sem preocupação;2;839.11;185.1
18.420.657/0001-73;Nunes;379839;2025-03-21;409255;A vantagem de conseguir naturalmente;9;726.29;1482.82
18.420.657/0001-73;Nunes;379839;2025-03-21;911527;O poder de inovar antes de tudo;5;268.28;239.45
18.420.657/0001-73;Nunes;303348;2025-03-29;346038;A segurança de inovar direto da fonte;4;147.2;101.95
18.420.657/0001-73;Nunes;303348;2025-03-29;272876;A liberdade de concretizar seus projetos sem preocupação;7;606.4;854.21
18.420.657/0001-73;Nunes;303348;2025-03-29;690747;A arte de ganhar sem preocupação;7;857.2;1233.2
18.420.657/0001-73;Nunes;303348;2025-03-29;240414;O direito de concretizar seus projetos com toda a tranquilidade;4;354.83;260.84
18.420.657/0001-73;Nunes;287346;2025-05-01;927736;A simplicidade de ganhar simplesmente;5;500.6;339.9
18.420.657/0001-73;Nunes;287346;2025-05-01;782270;A segurança de atingir seus objetivos com força total;4;895.42;770.09
18.420.657/0001-73;Nunes;287346;2025-05-01;447112;A arte de realizar seus sonhos com confiança;1;233.14;33.24
18.420.657/0001-73;Nunes;287346;2025-05-01;884469;A possibilidade de conseguir sem preocupação;4;594.69;366.34
18.420.657/0001-73;Nunes;911980;2025-04-10;146113;A certeza de ganhar antes de tudo;5;564.21;186.69
18.420.657/0001-73;Nunes;911980;2025-04-10;299665;A possibilidade de avançar sem preocupação;3;518.42;183.37
18.420.657/0001-73;Nunes;911980;2025-04-10;401708;A vantagem de realizar seus sonhos com toda a tranquilidade;9;357.79;450.29
18.420.657/0001-73;Nunes;911980;2025-04-10;869403;A vantagem de mudar com força total;10;422.78;747.25
18.420.657/0001-73;Nunes;911980;2025-04-10;178737;A simplicidade de inovar com confiança;8;574.08;597.39
18.420.657/0001-73;Nunes;158099;2025-04-03;575835;A possibilidade de mudar com força total;6;931.55;390.28
18.420.657/0001-73;Nunes;158099;2025-04-03;326581;A simplicidade de ganhar antes de tudo;2;474.11;150.39
18.420.657/0001-73;Nunes;158099;2025-04-03;117863;A possibilidade de inovar naturalmente;8;184.82;330.73
18.420.657/0001-73;Nunes;673765;2025-05-08;169748;O poder de mudar antes de tudo;7;323.4;293.1
18.420.657/0001-73;Nunes;673765;2025-05-08;842846;A simplicidade de inovar de maneira eficaz;7;987.9;1144.97
18.420.657/0001-73;Nunes;673765;2025-05-08;797662;A possibilidade de evoluir antes de tudo;4;404.29;332.97
18.420.657/0001-73;Nunes;844854;2025-03-15;396145;O conforto de atingir seus objetivos com força total;8;654.44;702.53
18.420.657/0001-73;Nunes;844854;2025-03-15;534580;A vantagem de evoluir simplesmente;8;967.93;1917.76
18.420.657/0001-73;Nunes;844854;2025-03-15;528065;A simplicidade de concretizar seus projetos com confiança;4;89.75;34.49
18.420.657/0001-73;Nunes;844854;2025-03-15;565720;O conforto de realizar seus sonhos antes de tudo;8;376.67;356.73
18.420.657/0001-73;Nunes;844854;2025-03-15;240281;O direito de concretizar seus projetos de maneira eficaz;8;963.64;1114.35
18.420.657/0001-73;Nunes;553383;2025-05-09;274314;A simplicidade de atingir seus objetivos mais rapidamente;9;525.07;1078.42
18.420.657/0001-73;Nunes;553383;2025-05-09;203843;A possibilidade de mudar sem preocupação;4;423.38;392.89
18.420.657/0001-73;Nunes;553383;2025-05-09;238752;O poder de atingir seus objetivos de maneira eficaz;5;748.42;348.78
18.420.657/0001-73;Nunes;476321;2025-05-06;267268;A segurança de avançar com toda a tranquilidade;1;107.67;13.68
18.420.657/0001-73;Nunes;476321;2025-05-06;795685;O conforto de conseguir em estado puro;3;956.57;564.52
18.420.657/0001-73;Nunes;476321;2025-05-06;475329;A possibilidade de atingir seus objetivos mais rapidamente;8;135.26;247.32
18.420.657/0001-73;Nunes;476321;2025-05-06;277608;A arte de conseguir direto da fonte;8;544.35;295.12
18.420.657/0001-73;Nunes;828773;2025-03-14;138889;A segurança de mudar em estado puro;5;367.09;235.05
18.420.657/0001-73;Nunes;828773;2025-03-14;301349;A vantagem de concretizar seus projetos mais rapidamente;2;578.38;129.85
18.420.657/0001-73;Nunes;828773;2025-03-14;347849;A segurança de inovar com confiança;8;206.93;171.82
18.420.657/0001-73;Nunes;828773;2025-03-14;411767;O prazer de inovar com confiança;4;214.75;77.79
18.420.657/0001-73;Nunes;136318;2025-04-02;254811;A simplicidade de atingir seus objetivos direto da fonte;4;613.6;123.83
18.420.657/0001-73;Nunes;136318;2025-04-02;501435;O conforto de evoluir mais facilmente;1;199.94;22.79
18.420.657/0001-73;Nunes;209754;2025-04-01;950631;O direito de ganhar sem preocupação;3;705.71;409.04
18.420.657/0001-73;Nunes;209754;2025-04-01;817656;O direito de atingir seus objetivos de maneira eficaz;10;396.91;529.69
18.420.657/0001-73;Nunes;209754;2025-04-01;673197;O direito de avançar com toda a tranquilidade;6;933.73;1031.8
18.420.657/0001-73;Nunes;670279;2025-04-11;802098;A certeza de ganhar com força total;2;222.22;81.98
18.420.657/0001-73;Nunes;670279;2025-04-11;397076;O poder de atingir seus objetivos sem preocupação;4;925.13;863.88
18.420.657/0001-73;Nunes;602831;2025-04-08;621644;O direito de evoluir de maneira eficaz;3;737.95;178.18
18.420.657/0001-73;Nunes;602831;2025-04-08;607974;A arte de concretizar seus projetos sem preocupação;1;328.95;16.75
18.420.657/0001-73;Nunes;602831;2025-04-08;836058;O prazer de ganhar direto da fonte;9;898.41;1774.16
18.420.657/0001-73;Nunes;602831;2025-04-08;437306;O prazer de concretizar seus projetos antes de tudo;5;589.72;540.7
18.420.657/0001-73;Nunes;602831;2025-04-08;877764;O conforto de evoluir em estado puro;10;835.29;625.59
18.420.657/0001-73;Nunes;856783;2025-04-17;325986;A possibilidade de avançar mais rapidamente;4;216.32;114.27
18.420.657/0001-73;Nunes;856783;2025-04-17;489120;O conforto de mudar antes de tudo;3;299.95;153.57
18.420.657/0001-73;Nunes;856783;2025-04-17;260877;A possibilidade de concretizar seus projetos mais rapidamente;10;906.49;769.1
35.904.618/0001-60;Almeida S.A.;469280;2025-03-14;393148;O poder de realizar seus sonhos simplesmente;3;704.48;437.6
35.904.618/0001-60;Almeida S.A.;469280;2025-03-14;226930;A certeza de avançar de maneira eficaz;3;739.39;495.15
35.904.618/0001-60;Almeida S.A.;494378;2025-05-08;524565;O direito de ganhar mais rapidamente;3;748.97;536.53
35.904.618/0001-60;Almeida S.A.;494378;2025-05-08;319585;O direito de ganhar simplesmente;1;222.84;24.46
35.904.618/0001-60;Almeida S.A.;494378;2025-05-08;485556;A simplicidade de mudar sem preocupação;2;347.17;110.27
35.904.618/0001-60;Almeida S.A.;494378;2025-05-08;953357;A liberdade de evoluir antes de tudo;2;868.16;96.33
35.904.618/0001-60;Almeida S.A.;494378;2025-05-08;648053;A simplicidade de inovar direto da fonte;1;926.98;123.1
35.904.618/0001-60;Almeida S.A.;329908;2025-04-13;695753;A segurança de avançar sem preocupação;7;812.0;1320.33
35.904.618/0001-60;Almeida S.A.;329908;2025-04-13;766397;A possibilidade de inovar mais rapidamente;9;235.3;224.83
35.904.618/0001-60;Almeida S.A.;329908;2025-04-13;656606;A segurança de atingir seus objetivos simplesmente;7;630.01;505.25
35.904.618/0001-60;Almeida S.A.;329908;2025-04-13;750242;A vantagem de avançar simplesmente;6;109.16;133.29
35.904.618/0001-60;Almeida S.A.;329908;2025-04-13;389854;A liberdade de realizar seus sonhos sem preocupação;7;145.63;213.81
35.904.618/0001-60;Almeida S.A.;253442;2025-05-01;628531;O prazer de realizar seus sonhos com confiança;9;131.47;227.03
35.904.618/0001-60;Almeida S.A.;253442;2025-05-01;287388;A possibilidade de avançar naturalmente;3;589.18;160.32
35.904.618/0001-60;Almeida S.A.;253442;2025-05-01;303512;A segurança de atingir seus objetivos naturalmente;10;103.98;207.41
35.904.618/0001-60;Almeida S.A.;253442;2025-05-01;950849;A possibilidade de mudar mais facilmente;9;401.66;429.19
35.904.618/0001-60;Almeida S.A.;621912;2025-05-12;643043;O prazer de concretizar seus projetos com confiança;7;276.14;377.76
35.904.618/0001-60;Almeida S.A.;621912;2025-05-12;100146;A segurança de mudar simplesmente;7;658.58;900.18
35.904.618/0001-60;Almeida S.A.;621912;2025-05-12;730790;O prazer de avançar direto da fonte;7;743.63;1234.53
35.904.618/0001-60;Almeida S.A.;621912;2025-05-12;538155;O direito de ganhar mais rapidamente;1;838.0;196.58
35.904.618/0001-60;Almeida S.A.;133648;2025-05-01;677694;O poder de ganhar de maneira eficaz;1;472.36;64.69
35.904.618/0001-60;Almeida S.A.;133648;2025-05-01;146090;A vantagem de evoluir com força total;8;814.49;912.18
35.904.618/0001-60;Almeida S.A.;133648;2025-05-01;817947;A liberdade de inovar mais facilmente;6;272.04;261.58
35.904.618/0001-60;Almeida S.A.;133648;2025-05-01;123904;O conforto de mudar naturalmente;1;499.1;37.76
35.904.618/0001-60;Almeida S.A.;133648;2025-05-01;675207;A segurança de mudar antes de tudo;8;819.37;1207.67
35.904.618/0001-60;Almeida S.A.;603521;2025-05-05;667056;O poder de realizar seus sonhos com força total;4;611.23;161.5
35.904.618/0001-60;Almeida S.A.;603521;2025-05-05;469157;O prazer de evoluir com toda a tranquilidade;5;709.62;757.7
35.904.618/0001-60;Almeida S.A.;603521;2025-05-05;473172;A vantagem de evoluir com confiança;8;538.33;1044.35
35.904.618/0001-60;Almeida S.A.;692701;2025-04-19;753581;A liberdade de avançar antes de tudo;4;979.31;932.09
35.904.618/0001-60;Almeida S.A.;692701;2025-04-19;825230;A liberdade de ganhar com confiança;2;142.12;68.5
35.904.618/0001-60;Almeida S.A.;692701;2025-04-19;855390;A certeza de concretizar seus projetos de maneira eficaz;4;473.95;455.19
35.904.618/0001-60;Almeida S.A.;692701;2025-04-19;964000;O prazer de inovar antes de tudo;8;407.74;195.79
35.904.618/0001-60;Almeida S.A.;692701;2025-04-19;629517;A vantagem de conseguir mais rapidamente;4;534.26;120.5
35.904.618/0001-60;Almeida S.A.;974176;2025-04-05;657976;O conforto de realizar seus sonhos com toda a tranquilidade;3;321.37;96.22
35.904.618/0001-60;Almeida S.A.;974176;2025-04-05;705076;O conforto de concretizar seus projetos de maneira eficaz;1;714.94;157.93
35.904.618/0001-60;Almeida S.A.;974176;2025-04-05;464346;O poder de atingir seus objetivos sem preocupação;4;328.75;153.45
35.904.618/0001-60;Almeida S.A.;974176;2025-04-05;362704;O conforto de atingir seus objetivos de maneira eficaz;8;933.26;1767.3
35.904.618/0001-60;Almeida S.A.;917990;2025-05-01;188631;A segurança de evoluir com confiança;5;341.12;236.71
35.904.618/0001-60;Almeida S.A.;917990;2025-05-01;823965;O conforto de evoluir com força total;3;568.78;418.49
35.904.618/0001-60;Almeida S.A.;917990;2025-05-01;734502;O conforto de inovar com confiança;6;60.77;77.26
35.904.618/0001-60;Almeida S.A.;917990;2025-05-01;479661;A vantagem de avançar com toda a tranquilidade;3;366.49;127.71
35.904.618/0001-60;Almeida S.A.;917990;2025-05-01;933294;A vantagem de mudar de maneira eficaz;9;317.4;533.32
35.904.618/0001-60;Almeida S.A.;491201;2025-04-13;948396;O conforto de inovar antes de tudo;2;75.78;31.28
35.904.618/0001-60;Almeida S.A.;491201;2025-04-13;180371;O conforto de avançar mais rapidamente;7;941.12;1306.51
35.904.618/0001-60;Almeida S.A.;491201;2025-04-13;487434;A vantagem de evoluir antes de tudo;7;800.78;994.01
35.904.618/0001-60;Almeida S.A.;491201;2025-04-13;429358;O poder de concretizar seus projetos sem preocupação;5;898.9;669.59
35.904.618/0001-60;Almeida S.A.;491201;2025-04-13;731557;A segurança de concretizar seus projetos antes de tudo;5;686.4;592.17
35.904.618/0001-60;Almeida S.A.;631972;2025-04-22;137960;A segurança de evoluir com confiança;2;680.63;289.66
35.904.618/0001-60;Almeida S.A.;631972;2025-04-22;973056;A liberdade de evoluir naturalmente;4;477.32;337.63
35.904.618/0001-60;Almeida S.A.;631972;2025-04-22;716066;O conforto de inovar direto da fonte;8;752.25;1133.36
35.904.618/0001-60;Almeida S.A.;631972;2025-04-22;867241;A liberdade de concretizar seus projetos direto da fonte;10;603.25;1344.43
35.904.618/0001-60;Almeida S.A.;609175;2025-05-12;150466;O direito de ganhar com força total;1;435.16;71.16
35.904.618/0001-60;Almeida S.A.;609175;2025-05-12;178737;O direito de inovar direto da fonte;3;538.57;139.05
35.904.618/0001-60;Almeida S.A.;609175;2025-05-12;339181;A segurança de conseguir simplesmente;2;446.41;165.05
35.904.618/0001-60;Almeida S.A.;609175;2025-05-12;940122;A possibilidade de evoluir mais rapidamente;6;587.19;592.18
35.904.618/0001-60;Almeida S.A.;609175;2025-05-12;413039;A vantagem de inovar sem preocupação;7;716.96;1174.24
35.904.618/0001-60;Almeida S.A.;738511;2025-04-11;321947;A liberdade de mudar com confiança;2;253.48;107.88
35.904.618/0001-60;Almeida S.A.;738511;2025-04-11;277577;A simplicidade de atingir seus objetivos de maneira eficaz;8;930.55;1510.27
35.904.618/0001-60;Almeida S.A.;738511;2025-04-11;505870;A vantagem de concretizar seus projetos antes de tudo;5;917.51;1068.53
35.904.618/0001-60;Almeida S.A.;738511;2025-04-11;550906;O poder de evoluir sem preocupação;6;439.96;612.33
35.904.618/0001-60;Almeida S.A.;738511;2025-04-11;559766;O poder de inovar mais facilmente;7;756.09;1296.48
35.904.618/0001-60;Almeida S.A.;572092;2025-05-10;983283;O conforto de ganhar sem preocupação;1;627.18;128.07
35.904.618/0001-60;Almeida S.A.;572092;2025-05-10;122732;O poder de conseguir com toda a tranquilidade;6;451.41;638.25
35.904.618/0001-60;Almeida S.A.;114838;2025-03-18;725441;O conforto de atingir seus objetivos naturalmente;10;920.9;1889.25
35.904.618/0001-60;Almeida S.A.;114838;2025-03-18;603493;A vantagem de avançar com força total;7;55.1;27.5
35.904.618/0001-60;Almeida S.A.;114838;2025-03-18;179415;O prazer de atingir seus objetivos de maneira eficaz;3;750.57;553.81
35.904.618/0001-60;Almeida S.A.;114838;2025-03-18;352113;O prazer de evoluir com força total;6;851.16;600.13
35.904.618/0001-60;Almeida S.A.;213824;2025-05-09;873042;O poder de conseguir com confiança;8;602.29;1030.14
35.904.618/0001-60;Almeida S.A.;213824;2025-05-09;911307;A segurança de realizar seus sonhos em estado puro;7;771.7;772.82
35.904.618/0001-60;Almeida S.A.;979437;2025-03-20;704879;O prazer de evoluir com força total;8;636.02;1241.56
35.904.618/0001-60;Almeida S.A.;979437;2025-03-20;745578;A liberdade de ganhar sem preocupação;4;98.73;90.44
35.904.618/0001-60;Almeida S.A.;898081;2025-04-17;963356;O conforto de realizar seus sonhos mais rapidamente;9;245.91;189.7
35.904.618/0001-60;Almeida S.A.;898081;2025-04-17;635012;A liberdade de evoluir antes de tudo;3;323.86;156.31
35.904.618/0001-60;Almeida S.A.;898081;2025-04-17;280602;O poder de avançar com toda a tranquilidade;9;124.64;230.59
35.904.618/0001-60;Almeida S.A.;898081;2025-04-17;629073;A certeza de conseguir direto da fonte;3;300.79;183.7
35.904.618/0001-60;Almeida S.A.;898081;2025-04-17;680160;A possibilidade de concretizar seus projetos simplesmente;2;757.82;168.71
35.904.618/0001-60;Almeida S.A.;340357;2025-03-24;860057;A liberdade de inovar direto da fonte;9;101.56;223.17
35.904.618/0001-60;Almeida S.A.;340357;2025-03-24;737729;A possibilidade de inovar direto da fonte;4;548.53;134.8
35.904.618/0001-60;Almeida S.A.;340357;2025-03-24;421084;A arte de ganhar de maneira eficaz;8;516.92;820.93
35.904.618/0001-60;Almeida S.A.;340357;2025-03-24;654727;A arte de mudar de maneira eficaz;1;590.79;70.08
35.904.618/0001-60;Almeida S.A.;422007;2025-04-09;570627;A arte de ganhar sem preocupação;8;621.96;837.3
35.904.618/0001-60;Almeida S.A.;422007;2025-04-09;353993;A possibilidade de realizar seus sonhos com confiança;7;430.66;526.25
35.904.618/0001-60;Almeida S.A.;422007;2025-04-09;971704;O prazer de evoluir direto da fonte;1;390.05;36.18
35.904.618/0001-60;Almeida S.A.;422007;2025-04-09;345971;A segurança de inovar em estado puro;5;794.07;852.22
35.904.618/0001-60;Almeida S.A.;422007;2025-04-09;336416;A simplicidade de mudar antes de tudo;7;117.23;152.64
35.904.618/0001-60;Almeida S.A.;190561;2025-04-16;204628;A segurança de realizar seus sonhos com força total;6;599.11;659.54
35.904.618/0001-60;Almeida S.A.;190561;2025-04-16;549423;O poder de avançar de maneira eficaz;9;734.15;1604.26
35.904.618/0001-60;Almeida S.A.;190561;2025-04-16;963664;A liberdade de mudar em estado puro;1;746.32;46.37
35.904.618/0001-60;Almeida S.A.;190561;2025-04-16;350734;A segurança de inovar em estado puro;6;76.39;37.99
35.904.618/0001-60;Almeida S.A.;728117;2025-04-27;518422;O prazer de avançar com toda a tranquilidade;2;196.1;55.93
35.904.618/0001-60;Almeida S.A.;728117;2025-04-27;518811;O direito de avançar direto da fonte;4;660.14;442.26
35.904.618/0001-60;Almeida S.A.;251680;2025-03-19;675039;O prazer de ganhar de maneira eficaz;2;491.7;187.93
35.904.618/0001-60;Almeida S.A.;251680;2025-03-19;950244;O direito de mudar de maneira eficaz;8;945.56;1140.52
35.904.618/0001-60;Almeida S.A.;729402;2025-05-07;694981;A certeza de evoluir com toda a tranquilidade;7;487.76;360.22
35.904.618/0001-60;Almeida S.A.;729402;2025-05-07;266433;O poder de realizar seus sonhos mais rapidamente;7;223.97;285.61
35.904.618/0001-60;Almeida S.A.;372719;2025-03-14;724219;O prazer de inovar com toda a tranquilidade;8;462.97;896.69
35.904.618/0001-60;Almeida S.A.;372719;2025-03-14;927236;A vantagem de mudar com força total;4;973.95;873.4
35.904.618/0001-60;Almeida S.A.;372719;2025-03-14;646548;A arte de mudar antes de tudo;5;235.85;269.34
35.904.618/0001-60;Almeida S.A.;839677;2025-03-15;732520;O direito de realizar seus sonhos com toda a tranquilidade;8;321.75;231.87
35.904.618/0001-60;Almeida S.A.;839677;2025-03-15;108958;A possibilidade de evoluir mais rapidamente;5;893.25;747.41
35.904.618/0001-60;Almeida S.A.;170913;2025-03-29;985873;A certeza de inovar naturalmente;4;654.01;549.34
35.904.618/0001-60;Almeida S.A.;170913;2025-03-29;623593;O direito de ganhar mais rapidamente;10;727.34;926.24
35.904.618/0001-60;Almeida S.A.;170913;2025-03-29;294571;A simplicidade de avançar mais rapidamente;7;466.83;702.6
35.904.618/0001-60;Almeida S.A.;170913;2025-03-29;907617;A arte de concretizar seus projetos em estado puro;1;557.51;83.13
35.904.618/0001-60;Almeida S.A.;764014;2025-04-21;301385;A certeza de ganhar naturalmente;6;981.77;1239.3
35.904.618/0001-60;Almeida S.A.;764014;2025-04-21;276081;A simplicidade de inovar de maneira eficaz;8;181.73;129.04
35.904.618/0001-60;Almeida S.A.;764014;2025-04-21;849380;A simplicidade de realizar seus sonhos com confiança;6;54.09;27.27
35.904.618/0001-60;Almeida S.A.;310462;2025-05-04;628381;A liberdade de concretizar seus projetos antes de tudo;3;338.24;166.49
35.904.618/0001-60;Almeida S.A.;310462;2025-05-04;527334;A liberdade de conseguir mais rapidamente;8;518.52;903.36
35.904.618/0001-60;Almeida S.A.;310462;2025-05-04;905499;O conforto de realizar seus sonhos com toda a tranquilidade;3;130.91;70.03
35.904.618/0001-60;Almeida S.A.;310462;2025-05-04;951538;O prazer de atingir seus objetivos sem preocupação;6;361.28;397.22
35.904.618/0001-60;Almeida S.A.;260363;2025-04-22;685219;A certeza de ganhar naturalmente;7;362.78;309.35
35.904.618/0001-60;Almeida S.A.;260363;2025-04-22;469208;A liberdade de concretizar seus projetos sem preocupação;1;425.01;40.13
35.904.618/0001-60;Almeida S.A.;260363;2025-04-22;689640;A vantagem de inovar com confiança;4;234.54;185.56
35.904.618/0001-60;Almeida S.A.;260363;2025-04-22;981732;A simplicidade de atingir seus objetivos em estado puro;8;891.08;619.71
35.904.618/0001-60;Almeida S.A.;482843;2025-05-01;703399;A segurança de concretizar seus projetos antes de tudo;1;258.45;61.32
35.904.618/0001-60;Almeida S.A.;482843;2025-05-01;369214;A arte de avançar em estado puro;4;950.76;771.26
35.904.618/0001-60;Almeida S.A.;482843;2025-05-01;729253;A liberdade de atingir seus objetivos direto da fonte;6;538.2;196.89
35.904.618/0001-60;Almeida S.A.;482843;2025-05-01;898068;A simplicidade de conseguir de maneira eficaz;6;822.76;1106.94
35.904.618/0001-60;Almeida S.A.;117584;2025-04-17;453579;A certeza de concretizar seus projetos mais facilmente;5;878.73;364.19
35.904.618/0001-60;Almeida S.A.;117584;2025-04-17;505606;O direito de evoluir direto da fonte;5;215.73;62.62
35.904.618/0001-60;Almeida S.A.;228089;2025-03-27;868788;A segurança de mudar mais rapidamente;9;918.29;1560.7
35.904.618/0001-60;Almeida S.A.;228089;2025-03-27;178834;O conforto de mudar com força total;4;540.51;468.15
35.904.618/0001-60;Almeida S.A.;228089;2025-03-27;361138;A simplicidade de conseguir de maneira eficaz;2;607.22;210.29
35.904.618/0001-60;Almeida S.A.;228089;2025-03-27;987692;O prazer de concretizar seus projetos com força total;6;191.81;62.36
35.904.618/0001-60;Almeida S.A.;912259;2025-04-16;998894;A simplicidade de realizar seus sonhos direto da fonte;9;78.77;79.02
35.904.618/0001-60;Almeida S.A.;912259;2025-04-16;426314;A certeza de concretizar seus projetos com força total;7;731.21;1052.44
35.904.618/0001-60;Almeida S.A.;912259;2025-04-16;763013;A liberdade de avançar antes de tudo;6;585.85;330.2
35.904.618/0001-60;Almeida S.A.;912259;2025-04-16;885529;A vantagem de inovar em estado puro;10;805.78;1009.65
35.904.618/0001-60;Almeida S.A.;534111;2025-05-10;987326;O poder de inovar de maneira eficaz;10;358.14;458.95
35.904.618/0001-60;Almeida S.A.;534111;2025-05-10;979190;O prazer de evoluir mais rapidamente;7;201.37;278.76
35.904.618/0001-60;Almeida S.A.;534111;2025-05-10;809385;A segurança de inovar sem preocupação;7;351.47;494.54
35.904.618/0001-60;Almeida S.A.;534111;2025-05-10;117634;A segurança de concretizar seus projetos de maneira eficaz;8;170.52;218.05
35.904.618/0001-60;Almeida S.A.;534111;2025-05-10;420870;A certeza de realizar seus sonhos mais facilmente;1;712.3;153.52
35.904.618/0001-60;Almeida S.A.;767525;2025-03-20;649480;O direito de ganhar simplesmente;10;962.48;588.88
35.904.618/0001-60;Almeida S.A.;767525;2025-03-20;685581;A segurança de evoluir sem preocupação;5;101.05;122.72
35.904.618/0001-60;Almeida S.A.;655020;2025-04-04;868089;A certeza de ganhar antes de tudo;2;495.02;49.53
35.904.618/0001-60;Almeida S.A.;655020;2025-04-04;859029;O direito de atingir seus objetivos com toda a tranquilidade;1;668.91;152.41
35.904.618/0001-60;Almeida S.A.;655020;2025-04-04;772019;O poder de atingir seus objetivos sem preocupação;6;790.42;259.64
35.904.618/0001-60;Almeida S.A.;655020;2025-04-04;828146;O prazer de inovar mais facilmente;5;752.83;281.96
